"399000", 14
"992817", 5
"305991", 8
"513513", 6
"457527", 10
"151389", 8
"570822", 9
"223209", 11
"777672", 6
"259728", 23
"262311", 12
"461076", 5
"723891", 12
"52815", 17
"697767", 9
"695730", 8
"60900", 13
"107898", 14
"428337", 15
"414456", 8
"26565", 5
"126462", 17
"650937", 13
"420105", 10
"609987", 7
"214536", 14
"65268", 10
"75537", 15
"164598", 12
"469518", 10
"953904", 10
"296205", 8
"92883", 19
"698229", 11
"399", 4
"258237", 10
"572082", 8
"886599", 17
"966504", 19
"428484", 8
"846111", 7
"354648", 5
"477561", 18
"925701", 14
"922572", 10
"672483", 10
"952056", 17
"93135", 5
"292257", 13
"456729", 10
"310905", 10
"877548", 11
"424158", 8
"951888", 7
"75285", 7
"923622", 6
"761964", 8
"985320", 7
"222558", 15
"508515", 9
"57666", 14
"679875", 7
"773136", 15
"99855", 12
"678846", 11
"997941", 5
"672735", 8
"908208", 17
"669795", 16
"52101", 10
"250383", 16
"486801", 12
"105630", 4
"902328", 11
"325773", 8
"649656", 12
"60018", 11
"260883", 9
"99015", 12
"143997", 14
"534849", 12
"879396", 11
"990444", 8
"667296", 13
"113148", 9
"420819", 7
"802788", 13
"342762", 12
"763182", 7
"560658", 15
"915075", 5
"873642", 13
"810957", 13
"168924", 17
"517230", 13
"428652", 14
"349650", 9
"486843", 4
"911799", 11
"371784", 10
"636216", 7
"766605", 12
"191142", 6
"616917", 13
"194313", 10
"402843", 10
"422415", 22
"712929", 10
"509649", 10
"988617", 7
"727545", 13
"885465", 15
"376782", 5
"480774", 8
"802872", 15
"676494", 10
"731220", 13
"801780", 9
"267834", 5
"566559", 15
"351960", 6
"265104", 12
"286230", 9
"15708", 18
"117621", 9
"855183", 8
"402591", 6
"800436", 7
"295512", 8
"534261", 5
"213234", 10
"274596", 8
"914676", 6
"963060", 12
"676725", 8
"725949", 12
"841239", 8
"520170", 14
"918162", 19
"107709", 6
"475230", 8
"671118", 7
"528360", 11
"737940", 14
"658392", 8
"233037", 17
"772779", 11
"996723", 10
"596925", 15
"341061", 9
"895566", 7
"473697", 12
"450534", 7
"334110", 15
"168945", 7
"753963", 6
"822129", 13
"91959", 13
"339192", 9
"59955", 12
"333102", 13
"360465", 4
"516180", 8
"906318", 5
"298641", 9
"615258", 6
"856989", 14
"136857", 12
"543375", 12
"375207", 12
"760767", 11
"531720", 7
"433419", 12
"464835", 9
"640269", 13
"445494", 10
"698334", 8
"219156", 11
"157248", 7
"34608", 10
"77385", 9
"487200", 4
"648018", 4
"811776", 15
"646317", 13
"713328", 6
"893991", 6
"184296", 12
"331695", 13
"993804", 11
"643797", 11
"851403", 12
"447384", 13
"793212", 11
"934164", 7
"604653", 12
"442155", 15
"108108", 13
"275247", 6
"815472", 8
"136584", 5
"526638", 12
"685146", 10
"26397", 5
"109851", 8
"268464", 10
"445725", 6
"380226", 13
"637077", 8
"264768", 9
"941472", 7
"287301", 11
"263235", 10
"147735", 16
"139902", 5
"987756", 6
"752619", 13
"447657", 16
"455973", 7
"170688", 12
"900417", 9
"345891", 8
"954618", 8
"710787", 12
"111951", 19
"143430", 9
"183414", 12
"374556", 13
"338310", 6
"244314", 6
"953043", 5
"704949", 6
"101703", 10
"598227", 12
"715449", 21
"616287", 13
"590436", 7
"978390", 12
"511329", 15
"181818", 11
"87906", 9
"331296", 7
"527583", 12
"644217", 9
"595707", 7
"912912", 14
"261975", 6
"710430", 16
"642117", 16
"603687", 6
"755391", 5
"933303", 6
"128856", 10
"399609", 7
"687162", 8
"862890", 9
"314286", 9
"323211", 12
"448833", 13
"482328", 12
"552615", 14
"721539", 10
"563325", 14
"441714", 13
"277242", 9
"580545", 14
"839223", 10
"397656", 14
"537180", 3
"683844", 17
"200739", 8
"107289", 7
"975954", 13
"744744", 8
"176064", 11
"407778", 12
"510741", 10
"557550", 6
"918981", 10
"741510", 10
"593166", 10
"978537", 12
"366177", 14
"2793", 11
"667821", 12
"317583", 9
"714798", 7
"346815", 13
"131313", 14
"313887", 12
"76944", 7
"231042", 13
"326592", 5
"903441", 19
"615531", 11
"436401", 9
"362418", 9
"755937", 14
"376845", 11
"461895", 5
"121548", 7
"396291", 10
"125643", 17
"546021", 17
"433545", 4
"714420", 10
"799386", 5
"219324", 9
"173565", 7
"523467", 8
"568491", 11
"890274", 9
"588777", 15
"724836", 14
"703731", 14
"334929", 14
"690564", 6
"454314", 12
"856170", 9
"558117", 13
"605682", 7
"270732", 7
"238056", 6
"128142", 10
"42819", 9
"403851", 6
"546798", 11
"208572", 11
"854448", 9
"868329", 15
"200760", 16
"622293", 14
"556605", 11
"457464", 16
"444822", 11
"203490", 9
"860139", 7
"605535", 16
"270060", 14
"249522", 8
"156849", 8
"719775", 11
"628866", 13
"327243", 9
"320292", 10
"404082", 16
"796656", 12
"584682", 13
"322581", 4
"236901", 10
"320817", 10
"455196", 9
"849261", 9
"246204", 10
"324534", 13
"742350", 21
"868497", 10
"349356", 7
"122010", 7
"281862", 3
"935970", 7
"709674", 9
"524118", 16
"780423", 14
"232029", 8
"175245", 16
"701463", 11
"146454", 9
"991662", 10
"589428", 10
"123942", 10
"655452", 9
"707700", 4
"596484", 11
"851550", 10
"89943", 10
"108843", 11
"924987", 4
"860790", 13
"421239", 15
"484932", 16
"787815", 7
"747327", 10
"171150", 5
"87129", 13
"739011", 13
"390243", 11
"638610", 14
"450114", 16
"693714", 12
"727020", 12
"388479", 10
"137844", 11
"803250", 5
"891072", 6
"788592", 15
"319032", 6
"603540", 6
"651609", 16
"743001", 11
"316617", 8
"352128", 6
"663495", 16
"325668", 11
"557235", 14
"405846", 13
"941808", 10
"233373", 13
"779184", 6
"395745", 13
"174111", 14
"746634", 12
"24633", 15
"452025", 12
"71778", 6
"163989", 13
"738654", 12
"639051", 7
"778638", 14
"76209", 9
"585228", 16
"661899", 15
"380709", 11
"360108", 8
"971838", 13
"324723", 8
"438249", 10
"740670", 7
"574707", 13
"833511", 13
"217203", 7
"226506", 8
"219660", 12
"882546", 14
"837606", 15
"593397", 9
"305403", 20
"88725", 13
"543879", 9
"150360", 11
"838635", 10
"740586", 13
"358848", 11
"383565", 14
"158172", 9
"558936", 5
"13986", 8
"656376", 12
"465213", 10
"120624", 12
"866964", 14
"770007", 16
"266616", 17
"556185", 13
"862428", 11
"212583", 14
"358953", 12
"505155", 9
"155463", 19
"356937", 13
"632751", 13
"241311", 7
"174804", 10
"464058", 5
"81564", 12
"69699", 9
"765009", 12
"697473", 15
"67305", 5
"481698", 10
"13671", 15
"16002", 15
"974274", 9
"842583", 17
"96432", 7
"406014", 8
"449820", 17
"670404", 12
"962535", 5
"570717", 11
"635250", 7
"776097", 10
"312921", 15
"14427", 17
"459858", 13
"626661", 8
"371028", 7
"603897", 13
"671265", 6
"503874", 8
"539805", 15
"287259", 11
"888531", 10
"490392", 13
"894012", 12
"743421", 6
"240996", 12
"403998", 12
"348726", 13
"494886", 14
"300594", 9
"124257", 15
"599865", 14
"879627", 12
"64008", 12
"317814", 13
"572418", 6
"587811", 7
"260316", 11
"633486", 14
"498477", 7
"148428", 7
"875700", 11
"657132", 9
"210525", 9
"152859", 4
"665322", 15
"300048", 15
"490644", 10
"161805", 5
"293055", 10
"951573", 11
"192864", 7
"806379", 11
"632289", 4
"488061", 5
"628719", 12
"633150", 8
"696990", 5
"45633", 12
"952434", 10
"764841", 9
"526050", 9
"963669", 11
"9198", 15
"579726", 2
"352947", 14
"467103", 10
"396627", 9
"80388", 14
"269136", 7
"741237", 11
"967575", 15
"998298", 8
"12201", 8
"190785", 12
"841743", 11
"167895", 10
"478338", 6
"29358", 6
"152271", 7
"121023", 15
"731304", 9
"368130", 10
"176232", 8
"8862", 6
"142107", 12
"229740", 13
"291984", 9
"654444", 7
"708267", 11
"236040", 14
"898065", 10
"906486", 18
"542913", 8
"519876", 13
"26838", 10
"107457", 18
"786807", 9
"187719", 9
"827778", 9
"251853", 13
"846321", 9
"157731", 11
"600159", 11
"584892", 11
"160041", 15
"204582", 11
"798756", 12
"719439", 8
"158907", 11
"364875", 8
"209958", 12
"765828", 9
"738528", 13
"495915", 11
"4578", 10
"412461", 12
"54033", 6
"955983", 15
"168546", 15
"192927", 9
"24570", 14
"91455", 12
"416556", 12
"954051", 12
"907683", 11
"443562", 6
"533211", 15
"282807", 12
"566958", 13
"179466", 13
"144627", 18
"605493", 9
"529347", 12
"957432", 8
"178731", 11
"310926", 3
"681933", 9
"774060", 13
"228900", 14
"288729", 16
"267204", 8
"280539", 15
"148995", 12
"758604", 8
"197253", 12
"91980", 13
"188664", 11
"844095", 7
"544425", 15
"55125", 15
"674205", 7
"606417", 13
"496881", 9
"882021", 3
"825216", 10
"612423", 11
"271131", 6
"792015", 13
"677061", 12
"351309", 11
"497511", 8
"303009", 10
"27006", 11
"150822", 11
"253176", 11
"86625", 19
"981918", 10
"921165", 16
"73605", 14
"417606", 7
"929355", 13
"959322", 13
"724437", 8
"266553", 7
"425166", 9
"915915", 10
"760956", 12
"503118", 9
"253281", 8
"198996", 10
"115920", 15
"166446", 11
"748461", 10
"536067", 12
"921291", 9
"598332", 13
"576534", 12
"94542", 10
"750183", 6
"914340", 13
"676914", 11
"475860", 16
"121821", 8
"221508", 5
"925134", 8
"292047", 9
"956361", 12
"333144", 11
"142926", 12
"617064", 9
"619458", 5
"195594", 9
"140574", 13
"759234", 17
"295890", 10
"264999", 9
"250488", 10
"592368", 13
"166299", 11
"431298", 8
"253827", 10
"577038", 10
"345282", 4
"536655", 6
"342069", 12
"697263", 8
"252630", 14
"600978", 9
"204603", 9
"921837", 8
"344883", 12
"713958", 13
"26061", 9
"646926", 7
"157857", 10
"141477", 12
"309099", 12
"466095", 8
"412923", 10
"229152", 7
"428694", 10
"167790", 11
"922404", 9
"153846", 11
"854133", 15
"418929", 11
"720006", 24
"865851", 14
"483231", 11
"75096", 10
"923475", 11
"837753", 9
"690606", 16
"299376", 12
"675339", 8
"644427", 11
"377622", 13
"222747", 8
"186249", 9
"508725", 13
"209181", 8
"57435", 7
"753375", 10
"758184", 9
"773304", 11
"36771", 12
"299082", 12
"936978", 8
"875616", 9
"33726", 16
"58968", 8
"387723", 14
"265314", 14
"18564", 15
"812805", 9
"440055", 11
"890925", 17
"618219", 8
"102753", 8
"450744", 12
"616896", 9
"763371", 8
"232596", 10
"229635", 6
"722694", 6
"133308", 9
"202524", 9
"275898", 12
"903840", 11
"432243", 11
"346227", 11
"423801", 5
"316050", 17
"892563", 14
"607446", 11
"605808", 12
"27825", 8
"797034", 13
"721350", 7
"944811", 11
"553917", 8
"699762", 13
"194502", 12
"691551", 9
"918645", 10
"591045", 9
"454650", 10
"796929", 13
"620508", 14
"809361", 15
"722526", 13
"441903", 17
"202293", 14
"910434", 11
"945147", 12
"278712", 17
"348201", 14
"808017", 9
"296121", 6
"724206", 11
"648228", 7
"607404", 17
"487074", 10
"454902", 7
"561225", 8
"182931", 11
"295302", 13
"482097", 12
"517797", 6
"935403", 6
"569436", 14
"814191", 6
"271593", 13
"658560", 13
"847392", 6
"314349", 3
"918393", 9
"550935", 3
"77931", 14
"33894", 13
"752136", 9
"757323", 12
"163800", 6
"72219", 10
"529662", 10
"751443", 12
"850626", 9
"950271", 12
"689640", 14
"822717", 12
"360696", 11
"378210", 5
"228249", 11
"926583", 4
"621684", 8
"224742", 11
"182973", 11
"47250", 10
"711627", 10
"610806", 10
"825846", 13
"519519", 8
"206997", 9
"183624", 12
"606753", 19
"374745", 8
"131439", 11
"811923", 7
"941535", 17
"646107", 6
"184485", 7
"81081", 5
"561267", 8
"562758", 8
"726516", 14
"239127", 15
"747873", 14
"511791", 9
"284382", 4
"400365", 8
"911484", 12
"690543", 7
"554106", 9
"405783", 11
"53781", 9
"558831", 8
"287511", 8
"4767", 12
"86268", 13
"172431", 10
"397194", 14
"684600", 17
"185283", 7
"628278", 8
"337659", 10
"452991", 9
"486675", 14
"474873", 11
"170499", 8
"19740", 12
"989814", 15
"633045", 9
"403557", 8
"400092", 12
"397446", 7
"324282", 10
"852495", 11
"354942", 7
"616077", 13
"590604", 9
"130746", 9
"973203", 11
"240681", 8
"244503", 15
"862911", 14
"715638", 11
"795522", 13
"494571", 11
"825153", 8
"702345", 14
"480858", 17
"489531", 9
"995232", 12
"308553", 12
"340788", 10
"7140", 10
"372372", 12
"821436", 14
"163338", 8
"687309", 12
"870261", 9
"276906", 8
"613599", 11
"454293", 9
"439509", 9
"933114", 5
"311850", 11
"657489", 9
"366030", 8
"42378", 14
"140469", 16
"448644", 10
"552426", 15
"205212", 16
"405258", 16
"514542", 14
"454125", 9
"10353", 14
"558306", 11
"270501", 10
"809571", 7
"550158", 10
"678174", 8
"972552", 10
"597387", 8
"410655", 8
"392679", 10
"718326", 8
"293517", 6
"749553", 8
"667611", 16
"321825", 6
"378987", 15
"236208", 12
"485373", 11
"6258", 8
"997164", 8
"122934", 12
"588630", 9
"275478", 12
"365442", 6
"901656", 3
"70308", 9
"582771", 11
"701589", 8
"87570", 6
"426048", 13
"820386", 13
"125055", 18
"543228", 10
"610029", 9
"255759", 10
"568281", 15
"700182", 12
"774312", 15
"605472", 8
"459522", 9
"823872", 13
"889833", 9
"249480", 7
"871605", 12
"701631", 7
"698712", 11
"202881", 17
"728238", 5
"655221", 16
"666057", 14
"804069", 8
"312039", 9
"622461", 10
"465780", 11
"80850", 8
"426594", 9
"455658", 12
"399693", 8
"554484", 7
"526806", 9
"868518", 8
"164220", 8
"538083", 11
"818034", 9
"1722", 9
"556416", 14
"125769", 7
"524097", 12
"138327", 6
"719985", 6
"175161", 9
"93870", 7
"945462", 9
"516852", 9
"381570", 10
"414624", 12
"15183", 6
"14301", 8
"650769", 9
"212289", 11
"7287", 9
"246015", 13
"938343", 13
"394317", 16
"830571", 11
"207102", 6
"45969", 13
"365673", 12
"709002", 13
"930594", 10
"585921", 14
"111006", 19
"118566", 11
"57015", 8
"577248", 7
"542661", 15
"887691", 11
"834057", 9
"746865", 8
"110754", 10
"541485", 16
"729183", 7
"35931", 11
"662739", 11
"539322", 13
"288687", 4
"584346", 15
"213885", 14
"787668", 14
"881937", 11
"469035", 10
"453558", 13
"730086", 5
"976668", 9
"540288", 17
"725781", 13
"502404", 14
"613830", 11
"667464", 11
"228207", 9
"785295", 8
"355656", 8
"217413", 14
"118692", 13
"504126", 8
"631386", 13
"557613", 11
"542598", 16
"189105", 9
"460551", 17
"777798", 13
"803040", 8
"544509", 9
"311073", 12
"639156", 12
"319263", 8
"245595", 14
"733635", 13
"82173", 15
"500808", 12
"764253", 10
"352359", 12
"924462", 10
"771561", 7
"7770", 7
"983934", 18
"770217", 17
"560868", 6
"807744", 19
"409206", 10
"117768", 5
"927108", 21
"873474", 16
"161301", 15
"576597", 7
"967827", 14
"889581", 13
"206766", 13
"829248", 12
"389403", 8
"468783", 8
"999264", 10
"84609", 9
"991053", 9
"61950", 12
"833700", 9
"436506", 8
"581595", 14
"96663", 9
"376110", 8
"369894", 7
"97398", 10
"881202", 6
"944139", 12
"782901", 9
"889056", 9
"669501", 10
"452382", 14
"312795", 10
"732585", 8
"649866", 9
"786219", 18
"215817", 12
"435540", 10
"465003", 6
"331548", 8
"827925", 8
"82824", 15
"65562", 13
"878745", 11
"908985", 11
"49056", 9
"423339", 8
"489279", 11
"748251", 11
"383061", 9
"776118", 11
"353976", 11
"500115", 9
"632121", 12
"408156", 11
"368718", 11
"167223", 14
"81732", 11
"199101", 15
"464373", 16
"231357", 14
"765618", 7
"349440", 8
"191373", 7
"623784", 9
"292530", 14
"700224", 10
"811965", 12
"386652", 5
"294273", 14
"951300", 12
"190428", 10
"760557", 8
"98889", 8
"46557", 8
"445221", 11
"723639", 13
"832545", 18
"371469", 6
"350448", 10
"464667", 7
"962703", 10
"658329", 14
"773892", 10
"927885", 18
"192486", 19
"623259", 12
"707091", 12
"300363", 16
"251265", 15
"148386", 10
"894600", 10
"665280", 8
"536928", 12
"677649", 5
"578088", 6
"538944", 12
"112644", 13
"427056", 13
"445599", 5
"332136", 10
"462840", 13
"268653", 14
"64218", 10
"572628", 5
"99288", 4
"260106", 14
"850920", 5
"148659", 15
"649131", 12
"275709", 16
"125937", 7
"254163", 11
"768726", 14
"601167", 9
"264684", 6
"301707", 15
"156366", 5
"196749", 11
"167916", 8
"193998", 16
"710115", 5
"332682", 8
"761607", 14
"51555", 10
"278082", 11
"728910", 9
"610092", 8
"374346", 11
"495033", 9
"444171", 11
"265881", 3
"479766", 7
"840315", 10
"565509", 13
"528738", 9
"269304", 13
"471555", 12
"415107", 12
"78351", 10
"798546", 14
"179340", 9
"596379", 9
"169512", 8
"72051", 5
"566853", 10
"79086", 9
"841953", 8
"156093", 13
"630714", 10
"690123", 10
"986433", 11
"432999", 7
"78687", 14
"982548", 11
"731115", 14
"991830", 11
"263487", 14
"543144", 12
"433020", 13
"149520", 13
"147546", 16
"967050", 6
"37884", 15
"987525", 6
"554148", 9
"105882", 9
"984879", 8
"901971", 10
"144018", 6
"107037", 8
"957978", 6
"273462", 6
"26649", 11
"992565", 7
"66213", 15
"338163", 10
"899724", 14
"896511", 6
"157941", 9
"416451", 5
"23037", 6
"946428", 5
"600348", 8
"1449", 10
"90993", 11
"435078", 8
"22344", 11
"131187", 6
"697872", 13
"615741", 19
"507339", 8
"199920", 16
"899892", 12
"903231", 16
"630504", 6
"681870", 9
"642369", 7
"197190", 14
"299943", 12
"800730", 11
"570087", 8
"844116", 11
"443331", 12
"924147", 11
"228690", 10
"676893", 10
"921312", 16
"73017", 9
"859383", 12
"567819", 9
"558873", 7
"114177", 10
"327705", 8
"555534", 11
"340326", 13
"758415", 7
"409941", 6
"744135", 17
"593712", 18
"961653", 13
"978747", 10
"181461", 6
"760158", 6
"897645", 11
"648144", 4
"332913", 11
"183918", 7
"221718", 6
"472143", 12
"431319", 9
"915894", 14
"751338", 9
"904617", 12
"755769", 15
"923328", 5
"601902", 9
"612213", 9
"861252", 10
"422814", 23
"497301", 11
"369159", 9
"761187", 5
"429849", 14
"214809", 8
"791553", 11
"428715", 10
"691845", 8
"780675", 12
"389697", 9
"994077", 4
"598773", 6
"185619", 9
"434847", 6
"853524", 16
"802095", 17
"328146", 11
"795648", 10
"984123", 8
"293958", 13
"742203", 13
"627039", 6
"857451", 7
"139251", 12
"745668", 9
"295911", 8
"929670", 9
"389361", 9
"781683", 12
"800835", 8
"166635", 9
"937902", 16
"562947", 9
"791889", 9
"390432", 17
"386358", 15
"812868", 16
"128730", 6
"450387", 11
"693567", 12
"641046", 11
"855540", 9
"551649", 13
"160230", 7
"943278", 12
"231945", 5
"223629", 14
"563010", 8
"250677", 11
"678363", 8
"619500", 10
"6825", 8
"113253", 9
"997521", 10
"959658", 12
"860391", 7
"981036", 7
"455091", 13
"418887", 14
"187929", 11
"810642", 7
"338982", 9
"596631", 11
"75117", 7
"84756", 16
"928788", 10
"182343", 7
"794598", 16
"743547", 14
"626787", 10
"204015", 11
"855960", 13
"203049", 14
"508683", 10
"134463", 11
"40068", 13
"133119", 12
"480648", 15
"432033", 14
"202314", 13
"695520", 14
"634431", 8
"694722", 12
"400932", 6
"690039", 13
"808731", 6
"530040", 5
"487914", 14
"299124", 9
"70896", 10
"914382", 14
"15813", 8
"508977", 11
"236586", 8
"910602", 7
"522018", 13
"525294", 9
"793905", 7
"895335", 16
"700917", 8
"18333", 16
"568953", 8
"14490", 15
"33915", 8
"688485", 9
"230307", 10
"270837", 9
"154455", 18
"343161", 12
"605178", 10
"3801", 6
"38031", 13
"594909", 5
"488859", 8
"718872", 10
"368004", 7
"591360", 8
"242802", 8
"89040", 11
"439362", 13
"147021", 13
"970557", 4
"233457", 14
"272475", 5
"864990", 6
"673827", 10
"85932", 12
"974421", 9
"855036", 5
"819273", 8
"402423", 12
"326277", 8
"213717", 6
"721140", 12
"811062", 11
"974316", 12
"137340", 6
"789075", 12
"692769", 11
"47040", 6
"696864", 8
"136437", 20
"640605", 8
"869064", 15
"375627", 8
"590100", 11
"783615", 8
"627816", 11
"109746", 13
"995358", 14
"394842", 8
"916524", 13
"638568", 7
"983367", 9
"17913", 14
"935676", 17
"378399", 6
"680484", 9
"526218", 9
"19467", 4
"359184", 11
"933639", 10
"234108", 3
"200928", 5
"977025", 11
"231168", 7
"334530", 13
"102942", 11
"651966", 13
"450219", 9
"867783", 11
"863961", 8
"822507", 11
"624540", 9
"653562", 8
"180474", 7
"992040", 8
"224532", 11
"896259", 15
"681681", 11
"581868", 10
"660618", 8
"978222", 12
"998004", 13
"144900", 10
"989667", 12
"547113", 9
"435330", 12
"813687", 11
"460068", 9
"615636", 8
"287490", 6
"646737", 14
"642600", 12
"486738", 8
"455847", 13
"43743", 14
"490959", 2
"201033", 9
"559776", 7
"926373", 7
"500682", 6
"485289", 11
"277158", 12
"248388", 12
"323589", 13
"690858", 13
"551166", 9
"400113", 11
"813351", 13
"461811", 7
"287721", 12
"803313", 12
"704655", 14
"90426", 9
"488250", 8
"684810", 12
"392196", 11
"486885", 10
"235473", 9
"598101", 11
"17430", 4
"777630", 14
"900480", 13
"514731", 10
"323631", 10
"825762", 10
"668220", 6
"38850", 17
"757617", 15
"379428", 10
"74676", 9
"248640", 9
"547470", 13
"942669", 11
"501081", 9
"244776", 8
"320586", 10
"577857", 11
"319746", 18
"140343", 9
"458472", 11
"702555", 13
"80262", 10
"48657", 11
"705012", 5
"586845", 9
"27111", 12
"884961", 8
"62370", 12
"316848", 9
"999831", 10
"785127", 9
"780339", 9
"652470", 7
"124530", 11
"407463", 9
"12810", 12
"253029", 11
"783972", 3
"118881", 8
"325290", 13
"139755", 10
"657699", 8
"135471", 6
"772926", 10
"506688", 8
"410193", 10
"168000", 12
"59745", 15
"41076", 15
"459753", 11
"264915", 14
"451563", 13
"311535", 9
"290409", 11
"129108", 9
"791280", 7
"490539", 9
"975534", 8
"939771", 11
"974736", 11
"617379", 14
"321678", 11
"931560", 10
"584997", 5
"14805", 14
"418698", 12
"860559", 11
"417879", 8
"55629", 13
"545034", 9
"701778", 8
"932484", 14
"426657", 13
"493941", 18
"364791", 12
"1680", 16
"708561", 6
"386841", 8
"255549", 10
"888930", 16
"709212", 13
"341838", 11
"540120", 7
"585711", 7
"515823", 16
"111636", 6
"29988", 11
"61467", 13
"871416", 11
"656271", 13
"243810", 6
"95277", 9
"496272", 4
"28056", 5
"481068", 11
"151305", 18
"887229", 17
"312207", 10
"804636", 7
"356538", 14
"554694", 10
"788067", 11
"929943", 11
"164052", 13
"868707", 10
"353724", 12
"216972", 11
"912030", 10
"609903", 9
"395850", 13
"982674", 7
"477876", 12
"580293", 13
"722715", 14
"770532", 12
"160776", 11
"687582", 22
"425355", 13
"848337", 10
"394107", 8
"771603", 10
"575547", 10
"954975", 11
"207312", 15
"324912", 15
"625086", 11
"289716", 15
"953988", 12
"921669", 11
"393456", 9
"846195", 13
"267582", 8
"315", 7
"966588", 5
"872193", 11
"412755", 10
"840924", 11
"89523", 12
"118713", 13
"787584", 11
"278901", 9
"126798", 14
"533169", 11
"51366", 14
"6216", 8
"625338", 12
"707322", 9
"925785", 12
"933429", 13
"785463", 5
"462672", 11
"886578", 9
"747747", 11
"354396", 11
"110271", 12
"729687", 6
"301161", 13
"25326", 6
"377475", 16
"120792", 7
"145614", 11
"869547", 10
"783153", 11
"916062", 8
"151872", 8
"777168", 11
"460740", 15
"544719", 16
"253659", 5
"639345", 8
"738948", 13
"155379", 14
"193389", 9
"173481", 13
"807156", 9
"82320", 12
"569268", 13
"802704", 11
"860328", 7
"304668", 13
"561015", 6
"120246", 10
"885171", 9
"842436", 18
"266238", 9
"297444", 7
"409437", 10
"535647", 11
"117138", 11
"166341", 16
"825426", 9
"664440", 11
"566265", 13
"764778", 9
"397236", 14
"473823", 17
"935214", 11
"116844", 10
"227556", 15
"389613", 7
"623826", 11
"221865", 11
"517587", 13
"766689", 14
"444465", 13
"963354", 9
"194397", 15
"927927", 8
"722799", 11
"436317", 9
"998760", 10
"269409", 11
"335916", 9
"16422", 7
"578781", 12
"341796", 16
"831495", 13
"879312", 11
"64533", 10
"69720", 12
"759633", 12
"991578", 6
"669711", 9
"52185", 9
"909153", 12
"63546", 8
"768684", 9
"53277", 16
"894474", 9
"305130", 12
"878955", 11
"767487", 10
"21315", 12
"333459", 12
"760452", 15
"609294", 5
"56973", 9
"22953", 12
"298179", 11
"199710", 7
"422499", 10
"765429", 8
"192528", 11
"911715", 7
"108633", 8
"609126", 9
"210903", 5
"71925", 5
"856905", 10
"601734", 14
"515172", 9
"271320", 8
"408471", 4
"951111", 9
"685230", 12
"799533", 8
"767151", 7
"985194", 6
"339675", 6
"599991", 4
"268758", 10
"570339", 12
"962913", 10
"567609", 16
"445410", 10
"295596", 11
"479514", 14
"54726", 8
"562548", 3
"840105", 7
"447300", 11
"528507", 16
"851487", 10
"91161", 10
"905667", 7
"127680", 9
"900942", 9
"958230", 14
"3045", 11
"659043", 11
"533904", 9
"993552", 10
"893844", 9
"222075", 9
"529452", 18
"835359", 6
"909846", 7
"303471", 13
"604527", 12
"467292", 12
"19866", 6
"972594", 6
"132552", 15
